3,20%,30%,40%
51,237692.730654,233482.766083,233768.899406 
52,234033.971337,230596.863972,232531.736767 
53,241637.221316,241709.403310,237119.841879 
54,242912.322621,244060.651587,243328.617338 
55,238781.614965,238523.548569,236892.634410 
56,239957.407811,240689.621927,236469.677037 
57,232785.793798,234004.034411,231111.584661 
58,237245.407139,235274.568012,233933.157673 
59,237518.080011,237258.083453,236887.346080 
60,241119.589128,239529.419257,235516.052646 
